"Madhya Pradesh","JABALPUR"
"Madhya Pradesh","MANDLA"
"Madhya Pradesh","BALAGHAT"
"Madhya Pradesh","CHHINDWARA"
"Madhya Pradesh","HOSHANGABAD"
"Madhya Pradesh","VIDISHA"
"Madhya Pradesh","BHOPAL"
"Madhya Pradesh","RAJGARH"
"Madhya Pradesh","DEWAS"
"Madhya Pradesh","UJJAIN"
"Madhya Pradesh","MANDSOUR"
"Madhya Pradesh","RATLAM"
"Madhya Pradesh","DHAR"
"Madhya Pradesh","INDORE"
"Madhya Pradesh","KHARGONE"
"Madhya Pradesh","KHANDWA"
"Madhya Pradesh","BETUL"
"Maharashtra","Nandurbar "
"Maharashtra","Dhule"
"Maharashtra","Jalgaon"
"Maharashtra","Raver"
"Maharashtra","Buldhana"
"Maharashtra","Akola"
"Maharashtra","Amravati "
"Maharashtra","Wardha"
"Maharashtra","Ramtek "
"Maharashtra","Nagpur "
"Maharashtra","Bhandara - gondiya"
"Maharashtra","Gadchiroli-Chimur"
"Maharashtra","Chandrapur"
"Maharashtra","Yavatmal-Washim"
"Maharashtra","Hingoli "
"Maharashtra","Nanded"
"Maharashtra","Parbhani"
"Maharashtra","Jalna"
"Maharashtra","Aurangabad"
"Maharashtra","Dindori "
"Maharashtra","Nashik"
"Maharashtra","Palghar "
"Maharashtra","Bhiwandi"
"Maharashtra","Kalyan"
"Maharashtra","Thane"
"Maharashtra","Mumbai North"
"Maharashtra","Mumbai North West"
"Maharashtra","Mumbai North East"
"Maharashtra","Mumbai North central"
"Maharashtra","Mumbai South central"
"Maharashtra","Mumbai   South"
"Maharashtra","Raigad"
"Maharashtra","Maval"
"Maharashtra","Pune"
"Maharashtra","Baramati"
"Maharashtra","Shirur"
"Maharashtra","Ahmadnagar "
"Maharashtra","Shirdi"
"Maharashtra","Beed"
"Maharashtra","Osmanabad"
"Maharashtra","Latur "
"Maharashtra","Solapur "
"Maharashtra","Madha"
"Maharashtra","Sangli"
"Maharashtra","Satara"
"Maharashtra","Ratnagiri - sindhudurg"
"Maharashtra","Kolhapur"
"Maharashtra","Hatkanangle"
"Manipur","Inner manipur"
"Manipur","Outer manipur"
"Meghalaya","Shillong"
"Meghalaya","Tura "
"Mizoram","MIZORAM"
"Nagaland","Nagaland"
"Odisha","Bargarh"
"Odisha","Sundargarh "
"Odisha","Sambalpur"
"Odisha","Keonjhar "
"Odisha","Mayurbhanj "
"Odisha","Balasore"
"Odisha","Bhadrak "
"Odisha","Jajpur "
"Odisha","Dhenkanal"
"Odisha","Bolangir"
"Odisha","Kalahandi"
"Odisha","Nabarangpur "
"Odisha","Kandhamal"
"Odisha","Cuttack"
"Odisha","Kendrapara "
"Odisha","Jagatsinghpur "
"Odisha","Puri"
"Odisha","Bhubaneswar"
"Odisha","Aska"
"Odisha","Berhampur"
"Odisha","Koraput "
"Punjab","Gurdaspur"
"Punjab","Amritsar"
"Punjab","Khadoor Sahib"
"Punjab","Jalandhar"
"Punjab","Hoshiarpur"
"Punjab","Anandpur Sahib"
"Punjab","Ludhiana"
"Punjab","Fatehgarh Sahib"
"Punjab","Faridkot"
"Punjab","Firozpur"
"Punjab","Bathinda"
"Punjab","Sangrur"
"Punjab","Patiala"
"Rajasthan","Ganganagar"
"Rajasthan","Bikaner"
"Rajasthan","Churu"
"Rajasthan","Jhunjhunu"
"Rajasthan","Sikar"
"Rajasthan","Jaipur Rural"
"Rajasthan","Jaipur"
"Rajasthan","Alwar"
"Rajasthan","BHARATPUR"
"Rajasthan","KARAULI-DHOLPUR"
"Rajasthan","Dausa"
"Rajasthan","TONK-SAWAI MADHOPUR"
"Rajasthan","Ajmer"
"Rajasthan","Nagaur"
"Rajasthan","Pali"
"Rajasthan","Jodhpur"
"Rajasthan","Barmer"
"Rajasthan","Jalore"
"Rajasthan","Udaipur"
"Rajasthan","Banswara"
"Rajasthan","Chittorgarh"
"Rajasthan","Rajsamand"
"Rajasthan","Bhilwara"
"Rajasthan","Kota"
"Rajasthan","JHALAWAR-BARAN"
"Sikkim","Sikkim"
"Tamil Nadu","Thiruvallur "
"Tamil Nadu","Chennai North"
"Tamil Nadu","Chennai South"
"Tamil Nadu","Chennai central"
"Tamil Nadu","Sriperumbudur"
"Tamil Nadu","Kancheepuram "
"Tamil Nadu","Arakkonam"
"Tamil Nadu","Vellore"
"Tamil Nadu","Krishnagiri"
"Tamil Nadu","Dharmapuri"
"Tamil Nadu","Tiruvannamalai"
"Tamil Nadu","Arani"
"Tamil Nadu","Viluppuram"
"Tamil Nadu","Kallakurichi"
"Tamil Nadu","Salem"
"Tamil Nadu","Namakkal"
"Tamil Nadu","Erode"
"Tamil Nadu","Tiruppur"
"Tamil Nadu","Nilgiris "
"Tamil Nadu","Coimbatore"
"Tamil Nadu","Pollachi"
"Tamil Nadu","Dindigul"
"Tamil Nadu","Karur"
"Tamil Nadu","Tiruchirappalli"
"Tamil Nadu","Perambalur"
"Tamil Nadu","Cuddalore "
"Tamil Nadu","Chidambaram "
"Tamil Nadu","Mayiladuthurai"
"Tamil Nadu","Nagapattinam "
"Tamil Nadu","Thanjavur"
"Tamil Nadu","Sivaganga"
"Tamil Nadu","Madurai"
"Tamil Nadu","Theni "
"Tamil Nadu","Virudhunagar"
"Tamil Nadu","Ramanathapuram"
"Tamil Nadu","Thoothukkudi"
"Tamil Nadu","Tenkasi "
"Tamil Nadu","Tirunelveli"
"Tamil Nadu","Kanniyakumari"
"Tripura","Tripura West"
"Tripura","Tripura East"
"Uttar Pradesh","Saharanpur"
"Uttar Pradesh","Kairana"
"Uttar Pradesh","Muzaffarnagar"
"Uttar Pradesh","Bijnor"
"Uttar Pradesh","Nagina"
"Uttar Pradesh","Moradabad"
"Uttar Pradesh","Rampur"
"Uttar Pradesh","Sambhal"
"Uttar Pradesh","Amroha"
"Uttar Pradesh","Meerut"
"Uttar Pradesh","Baghpat"
"Uttar Pradesh","Ghaziabad"
"Uttar Pradesh","Gautam Buddha Nagar"
"Uttar Pradesh","Bulandshahr"
"Uttar Pradesh","Aligarh"
"Uttar Pradesh","Hathras"
"Uttar Pradesh","Mathura"
"Uttar Pradesh","Agra"
"Uttar Pradesh","Fatehpur Sikri"
"Uttar Pradesh","Firozabad"
"Uttar Pradesh","Mainpuri"
"Uttar Pradesh","Etah"
"Uttar Pradesh","Badaun"
"Uttar Pradesh","Aonla"
"Uttar Pradesh","Bareilly"
"Uttar Pradesh","Pilibhit"
"Uttar Pradesh","Shahjahanpur"
"Uttar Pradesh","Kheri"
"Uttar Pradesh","Dhaurahra"
"Uttar Pradesh","Sitapur"
"Uttar Pradesh","Hardoi"
"Uttar Pradesh","Misrikh"
"Uttar Pradesh","Unnao"
"Uttar Pradesh","Mohanlalganj"
"Uttar Pradesh","Lucknow"
"Uttar Pradesh","Rae Bareli"
"Uttar Pradesh","Amethi"
"Uttar Pradesh","Sultanpur"
"Uttar Pradesh","Pratapgarh"
"Uttar Pradesh","Farrukhabad"
"Uttar Pradesh","Etawah"
"Uttar Pradesh","Kannauj"
"Uttar Pradesh","Kanpur"
"Uttar Pradesh","Akbarpur"
"Uttar Pradesh","Jalaun"
"Uttar Pradesh","Jhansi"
"Uttar Pradesh","Hamirpur"
"Uttar Pradesh","Banda"
"Uttar Pradesh","Fatehpur"
"Uttar Pradesh","Kaushambi"
"Uttar Pradesh","Phulpur"
"Uttar Pradesh","Allahabad"
"Uttar Pradesh","Barabanki"
"Uttar Pradesh","Faizabad"
"Uttar Pradesh","Ambedkar Nagar"
"Uttar Pradesh","Bahraich"
"Uttar Pradesh","Kaiserganj"
"Uttar Pradesh","Shrawasti"
"Uttar Pradesh","Gonda"
"Uttar Pradesh","Domariyaganj"
"Uttar Pradesh","Basti"
"Uttar Pradesh","Sant Kabir Nagar"
"Uttar Pradesh","Maharajganj"
"Uttar Pradesh","Gorakhpur"
"Uttar Pradesh","Kushi Nagar"
"Uttar Pradesh","Deoria"
"Uttar Pradesh","Bansgaon"
"Uttar Pradesh","Lalganj"
"Uttar Pradesh","Azamgarh"
"Uttar Pradesh","Ghosi"
"Uttar Pradesh","Salempur"
"Uttar Pradesh","Ballia"
"Uttar Pradesh","Jaunpur"
"Uttar Pradesh","Machhlishahr"
"Uttar Pradesh","Ghazipur"
"Uttar Pradesh","Chandauli"
"Uttar Pradesh","Varanasi"
"Uttar Pradesh","Bhadohi"
"Uttar Pradesh","Mirzapur"
"Uttar Pradesh","Robertsganj"
"West Bengal","Cooch behar"
"West Bengal","Alipurduars"
"West Bengal","Jalpaiguri"
"West Bengal","Darjeeling"
"West Bengal","Raiganj"
"West Bengal","Balurghat"
"West Bengal","Maldaha Uttar"
"West Bengal","Maldaha Dakshin"
"West Bengal","Jangipur"
"West Bengal","Baharampur"
"West Bengal","Murshidabad"
"West Bengal","Krishnanagar"
"West Bengal","Ranaghat"
"West Bengal","Bangaon"
"West Bengal","Barrackpore"
"West Bengal","Dum dum"
"West Bengal","Barasat"
"West Bengal","Basirhat"
"West Bengal","Joynagar"
"West Bengal","Mathurapur"
"West Bengal","Diamond harbour"
"West Bengal","Jadavpur"
"West Bengal","Kolkata Dakshin"
"West Bengal","Kolkata Uttar"
"West Bengal","Howrah"
"West Bengal","Uluberia"
"West Bengal","Srerampur"
"West Bengal","Hooghly"
"West Bengal","Arambagh"
"West Bengal","Tamluk"
"West Bengal","Kanthi"
"West Bengal","Ghatal"
"West Bengal","Jhargram"
"West Bengal","Medinipur"
"West Bengal","Purulia"
"West Bengal","Bankura"
"West Bengal","Bishnupur"
"West Bengal","Bardhaman Purba"
"West Bengal","Burdwan - durgapur"
"West Bengal","Asansol"
"West Bengal","Bolpur"
"West Bengal","Birbhum"
"Chhattisgarh","SARGUJA"
"Chhattisgarh","RAIGARH"
"Chhattisgarh","JANJGIR-CHAMPA"
"Chhattisgarh","KORBA"
"Chhattisgarh","BILASPUR"
"Chhattisgarh","RAJNANDGAON"
"Chhattisgarh","DURG"
"Chhattisgarh","RAIPUR"
"Chhattisgarh","MAHASAMUND"
"Chhattisgarh","BASTAR"
"Chhattisgarh","KANKER"
"Jharkhand","Rajmahal"
"Jharkhand","Dumka"
"Jharkhand","Godda"
"Jharkhand","Chatra"
"Jharkhand","Kodarma"
"Jharkhand","Giridih"
"Jharkhand","Dhanbad"
"Jharkhand","Ranchi"
"Jharkhand","Jamshedpur"
"Jharkhand","Singhbhum"
"Jharkhand","Khunti"
"Jharkhand","Lohardaga"
"Jharkhand","Palamau"
"Jharkhand","Hazaribagh"
"Uttarakhand","Tehri Garhwal"
"Uttarakhand","Garhwal"
"Uttarakhand","Almora"
"Uttarakhand","Nainital-udhamsingh Nagar"
"Uttarakhand","Hardwar"
"Andaman & Nicobar Islands","Andaman & Nicobar Islands"
"Chandigarh","CHANDIGARH"
"Dadra & Nagar Haveli","Dadar & Nagar Haveli"
"Daman & Diu","Daman & diu"
"NCT OF Delhi","CHANDNI CHOWK                 "
"NCT OF Delhi","NORTH EAST DELHI              "
"NCT OF Delhi","EAST DELHI                    "
"NCT OF Delhi","NEW DELHI                     "
"NCT OF Delhi","NORTH WEST DELHI              "
"NCT OF Delhi","WEST DELHI                    "
"NCT OF Delhi","SOUTH DELHI                   "
"Lakshadweep","Lakshadweep"
"Puducherry","Puducherry"
"","Grand Total: "
